,style1,style2,style3,style4,style5,sval1,sval2,sval3,sval4,sval5
0,64,195,70,136,152,0.13150238990783691,0.11110880225896835,0.0656256377696991,0.06408913433551788,0.05632496625185013
1,64,195,70,136,152,0.13150238990783691,0.11110880225896835,0.0656256377696991,0.06408913433551788,0.05632496625185013
2,64,136,49,152,70,0.14978334307670593,0.09224213659763336,0.08608044683933258,0.08448095619678497,0.08245472609996796
3,90,184,65,52,143,0.19734641909599304,0.0901855081319809,0.08544711768627167,0.07837284356355667,0.06307532638311386
4,90,184,65,52,143,0.19734641909599304,0.0901855081319809,0.08544711768627167,0.07837284356355667,0.06307532638311386
5,154,138,195,152,104,0.2391156256198883,0.22624871134757996,0.05785650014877319,0.04028796777129173,0.03930358216166496
6,23,129,8,49,50,0.2403009831905365,0.20923371613025665,0.09483423084020615,0.038529422134160995,0.03761471435427666
7,90,184,65,52,143,0.19734641909599304,0.0901855081319809,0.08544711768627167,0.07837284356355667,0.06307532638311386
8,154,138,195,152,104,0.2391156256198883,0.22624871134757996,0.05785650014877319,0.04028796777129173,0.03930358216166496
9,90,184,65,52,143,0.19734641909599304,0.0901855081319809,0.08544711768627167,0.07837284356355667,0.06307532638311386
10,154,138,195,152,104,0.2391156256198883,0.22624871134757996,0.05785650014877319,0.04028796777129173,0.03930358216166496
11,138,154,195,104,98,0.26833319664001465,0.2106972187757492,0.09346181154251099,0.05747830122709274,0.044317346066236496
12,138,195,57,63,25,0.1578090935945511,0.08591549098491669,0.05884256213903427,0.05682819336652756,0.051987506449222565
13,93,66,27,45,24,0.18737415969371796,0.160238116979599,0.1582043170928955,0.11232511699199677,0.08103076368570328
14,90,154,25,171,130,0.08748038113117218,0.08736588060855865,0.07173614948987961,0.05753965303301811,0.05582771450281143
15,23,129,8,49,50,0.2403009831905365,0.20923371613025665,0.09483423084020615,0.038529422134160995,0.03761471435427666
16,112,136,24,97,198,0.4625176787376404,0.421708881855011,0.02880004607141018,0.025382280349731445,0.021046176552772522
17,112,136,24,97,198,0.4625176787376404,0.421708881855011,0.02880004607141018,0.025382280349731445,0.021046176552772522
18,24,97,66,11,112,0.893085777759552,0.05906839296221733,0.030221784487366676,0.008524804376065731,0.001786656677722931
19,24,97,66,11,112,0.893085777759552,0.05906839296221733,0.030221784487366676,0.008524804376065731,0.001786656677722931
20,109,108,84,70,64,0.4269232749938965,0.3680635094642639,0.1279774159193039,0.017097925767302513,0.008625633083283901
21,167,96,5,172,18,0.25076594948768616,0.15275642275810242,0.11750002205371857,0.062040917575359344,0.024257851764559746
22,24,97,66,11,112,0.893085777759552,0.05906839296221733,0.030221784487366676,0.008524804376065731,0.001786656677722931
23,109,108,84,70,64,0.4269232749938965,0.3680635094642639,0.1279774159193039,0.017097925767302513,0.008625633083283901
24,167,136,112,195,24,0.11332657188177109,0.09488304704427719,0.0786830484867096,0.07856585085391998,0.07068254053592682
25,24,97,66,11,112,0.893085777759552,0.05906839296221733,0.030221784487366676,0.008524804376065731,0.001786656677722931
26,109,108,84,70,64,0.4269232749938965,0.3680635094642639,0.1279774159193039,0.017097925767302513,0.008625633083283901
27,138,195,154,127,204,0.3619677424430847,0.20596620440483093,0.04795170947909355,0.04646319895982742,0.02767089009284973
28,4,183,133,41,118,0.26373082399368286,0.06680218875408173,0.05787618085741997,0.05349238961935043,0.046297233551740646
29,64,70,136,112,24,0.4168117940425873,0.19511811435222626,0.15735521912574768,0.09568630158901215,0.022068973630666733
30,167,96,5,172,18,0.25076594948768616,0.15275642275810242,0.11750002205371857,0.062040917575359344,0.024257851764559746
31,136,112,64,195,70,0.352947860956192,0.28724461793899536,0.11536218971014023,0.04532128944993019,0.03359793499112129
32,136,112,64,195,70,0.352947860956192,0.28724461793899536,0.11536218971014023,0.04532128944993019,0.03359793499112129
33,64,70,136,112,113,0.5824548006057739,0.1457931101322174,0.09807705134153366,0.0611315481364727,0.022138338536024094
34,64,70,136,112,113,0.5824548006057739,0.1457931101322174,0.09807705134153366,0.0611315481364727,0.022138338536024094
35,23,18,95,45,9,0.28946593403816223,0.1518184095621109,0.05760170891880989,0.05742311477661133,0.047799888998270035
36,127,24,66,112,93,0.5325577855110168,0.1764586865901947,0.14473266899585724,0.02643146552145481,0.016427217051386833
37,155,82,203,83,137,0.9673188328742981,0.009450591169297695,0.005514799151569605,0.0028200787492096424,0.002401005942374468
38,64,70,136,112,113,0.5824548006057739,0.1457931101322174,0.09807705134153366,0.0611315481364727,0.022138338536024094
39,127,24,66,112,93,0.5325577855110168,0.1764586865901947,0.14473266899585724,0.02643146552145481,0.016427217051386833
40,64,70,136,112,113,0.5824548006057739,0.1457931101322174,0.09807705134153366,0.0611315481364727,0.022138338536024094
41,127,24,66,112,93,0.5325577855110168,0.1764586865901947,0.14473266899585724,0.02643146552145481,0.016427217051386833
42,127,167,24,136,112,0.44415196776390076,0.14106301963329315,0.07146195322275162,0.05249955132603645,0.047433942556381226
43,109,108,84,134,93,0.40451088547706604,0.3939540982246399,0.1149839535355568,0.020304879173636436,0.012121753767132759
44,155,82,203,83,137,0.9673188328742981,0.009450591169297695,0.005514799151569605,0.0028200787492096424,0.002401005942374468
