,style1,style2,style3,style4,style5,sval1,sval2,sval3,sval4,sval5,ID
207,55,131,194,164,121,0.1635550558567047,0.12747138738632202,0.08435291051864624,0.062309421598911285,0.05341116338968277,3667033_6.jpg
208,115,151,195,104,32,0.49542325735092163,0.1122686117887497,0.09787557274103165,0.05015356466174126,0.03913474455475807,3885526_0.jpg
209,115,151,195,104,32,0.49542325735092163,0.1122686117887497,0.09787557274103165,0.05015356466174126,0.03913474455475807,3885526_1.jpg
210,64,44,70,136,198,0.36480215191841125,0.12061478942632675,0.07712939381599426,0.07098430395126343,0.060031186789274216,3885526_2.jpg
211,136,112,97,198,24,0.4006689190864563,0.39481088519096375,0.054112933576107025,0.03814661130309105,0.03357972949743271,3885526_3.jpg
212,136,112,198,113,97,0.5584362745285034,0.3708062469959259,0.027761340141296387,0.013763976283371449,0.01223212294280529,3885526_4.jpg
213,167,105,95,20,97,0.9416263699531555,0.019835636019706726,0.008206848055124283,0.00529463542625308,0.0021113541442900896,3885526_5.jpg
214,64,136,70,112,108,0.46191081404685974,0.19557806849479675,0.14103591442108154,0.07040878385305405,0.028626704588532448,3885526_6.jpg
215,112,136,64,70,24,0.2597511410713196,0.21483676135540009,0.12605388462543488,0.10757418721914291,0.05367469787597656,3971090_0.jpg
216,195,71,138,57,204,0.19645634293556213,0.1451464742422104,0.1303960382938385,0.12274451553821564,0.09256599098443985,4000299_0.jpg
217,195,71,138,57,204,0.19645634293556213,0.1451464742422104,0.1303960382938385,0.12274451553821564,0.09256599098443985,4000299_1.jpg
218,24,97,112,136,66,0.5480358600616455,0.193348228931427,0.12735766172409058,0.07505448162555695,0.033401452004909515,4000299_2.jpg
219,24,112,136,97,167,0.3569353222846985,0.1696772277355194,0.13985425233840942,0.09850677102804184,0.08547249436378479,4000299_3.jpg
220,109,108,84,95,153,0.4880530834197998,0.3023221492767334,0.09374960511922836,0.02820022962987423,0.019649706780910492,4000299_4.jpg
221,64,109,108,70,136,0.20236699283123016,0.1488276571035385,0.1287456452846527,0.10245232284069061,0.09091643989086151,4000299_5.jpg
222,109,108,93,9,20,0.29727819561958313,0.2880099415779114,0.07325619459152222,0.04058391600847244,0.029928425326943398,4000299_6.jpg
223,138,71,164,67,204,0.1347844898700714,0.11456280946731567,0.09438873827457428,0.0856497585773468,0.06560956686735153,4012457_0.jpg
224,138,71,164,67,204,0.1347844898700714,0.11456280946731567,0.09438873827457428,0.0856497585773468,0.06560956686735153,4012457_1.jpg
225,112,24,136,97,64,0.22597463428974152,0.1975458562374115,0.15295211970806122,0.14270931482315063,0.02407359518110752,4012457_2.jpg
226,195,138,154,121,149,0.3244580626487732,0.2513848841190338,0.11477663367986679,0.04709775745868683,0.01686585135757923,4012457_3.jpg
227,195,138,154,55,91,0.6927841901779175,0.11792361736297607,0.03208937868475914,0.030562257394194603,0.013064326718449593,4012457_4.jpg
228,24,127,93,64,97,0.22290989756584167,0.1673196256160736,0.08711660653352737,0.07972744107246399,0.07377401739358902,4012457_5.jpg
229,138,57,154,139,195,0.2616218328475952,0.14573147892951965,0.11343401670455933,0.08690766990184784,0.06198297068476677,4012457_6.jpg
230,112,136,113,64,195,0.31582027673721313,0.24128182232379913,0.0964919924736023,0.07570767402648926,0.047917433083057404,4034215_0.jpg
231,22,115,65,144,104,0.3429197669029236,0.10857830196619034,0.09358061850070953,0.08193414658308029,0.04642532393336296,4059788_0.jpg
232,22,115,65,144,104,0.3429197669029236,0.10857830196619034,0.09358061850070953,0.08193414658308029,0.04642532393336296,4059788_1.jpg
233,65,90,22,141,25,0.3539716899394989,0.08130571246147156,0.07055159658193588,0.051433879882097244,0.032125361263751984,4059788_2.jpg
234,151,67,204,71,115,0.36419209837913513,0.18882061541080475,0.1397629678249359,0.07094494253396988,0.05057322978973389,4059788_3.jpg
235,168,141,65,90,169,0.12470712512731552,0.08873499929904938,0.07066585123538971,0.05543585866689682,0.05130542442202568,4059788_4.jpg
236,67,151,115,195,204,0.18189236521720886,0.17377352714538574,0.09470859169960022,0.09307733178138733,0.0859687551856041,4059788_5.jpg
237,22,156,144,132,170,0.16133670508861542,0.14479324221611023,0.12139324098825455,0.06255008280277252,0.053373515605926514,4059788_6.jpg
238,195,136,112,64,70,0.2632724642753601,0.1608915627002716,0.09767735004425049,0.0708407610654831,0.07033468782901764,4104608_0.jpg
239,181,139,43,204,115,0.2160540521144867,0.15459519624710083,0.06390110403299332,0.06254386156797409,0.057468850165605545,4110291_0.jpg
240,181,139,43,204,115,0.2160540521144867,0.15459519624710083,0.06390110403299332,0.06254386156797409,0.057468850165605545,4110291_1.jpg
241,71,138,195,204,151,0.11680146306753159,0.10827823728322983,0.10674504190683365,0.10102283954620361,0.09645756334066391,4110291_2.jpg
242,112,136,109,167,108,0.23522739112377167,0.19924595952033997,0.14662380516529083,0.0828610360622406,0.07749167084693909,4110291_3.jpg
243,109,108,9,93,18,0.2709253430366516,0.24692031741142273,0.07746423780918121,0.0532657615840435,0.036289799958467484,4110291_4.jpg
244,167,49,18,110,97,0.220722034573555,0.07263800501823425,0.06624941527843475,0.0533796027302742,0.052273593842983246,4110291_5.jpg
245,64,9,127,70,88,0.18183767795562744,0.12181373685598373,0.09030026197433472,0.06704434007406235,0.06285961717367172,4110291_6.jpg
246,43,151,104,32,75,0.16993151605129242,0.07512497156858444,0.070656418800354,0.04374655336141586,0.03707222267985344,4280201_0.jpg
247,43,151,104,32,75,0.16993151605129242,0.07512497156858444,0.070656418800354,0.04374655336141586,0.03707222267985344,4280201_1.jpg
248,97,24,66,51,50,0.33481651544570923,0.25072795152664185,0.0745842382311821,0.05451326444745064,0.04389605671167374,4280201_2.jpg
249,142,4,170,186,79,0.16418679058551788,0.11488188803195953,0.1055275946855545,0.06305573880672455,0.0613095760345459,4280201_3.jpg
250,138,204,141,187,38,0.3724660575389862,0.10955111682415009,0.09212520718574524,0.04746421426534653,0.03963456302881241,4280201_4.jpg
251,167,109,108,134,20,0.9812824130058289,0.0035383279900997877,0.0028125173412263393,0.0020470283925533295,0.0014444529078900814,4280201_5.jpg
252,167,108,109,84,20,0.382987916469574,0.25055068731307983,0.22031733393669128,0.04032808542251587,0.016878366470336914,4280201_6.jpg
253,115,204,162,94,41,0.24059931933879852,0.06799224764108658,0.058369703590869904,0.054992616176605225,0.046198610216379166,4288187_0.jpg
254,115,204,162,94,41,0.24059931933879852,0.06799224764108658,0.058369703590869904,0.054992616176605225,0.046198610216379166,4288187_1.jpg
255,2,57,204,164,67,0.6954792737960815,0.07463625073432922,0.05505435913801193,0.045397110283374786,0.0166599340736866,4288187_2.jpg
256,164,162,32,204,94,0.22040648758411407,0.11830617487430573,0.05680619925260544,0.05259792134165764,0.050086356699466705,4288187_3.jpg
257,118,164,42,140,204,0.47853201627731323,0.10893537849187851,0.051990050822496414,0.03836526721715927,0.025980332866311073,4288187_4.jpg
258,138,154,195,57,136,0.44290629029273987,0.1963418573141098,0.11648233234882355,0.03798920288681984,0.026939252391457558,4288187_5.jpg
259,71,167,24,195,45,0.342943012714386,0.13646098971366882,0.0858621820807457,0.07421202212572098,0.039064813405275345,4288187_6.jpg
260,47,163,128,65,90,0.18254254758358002,0.15249007940292358,0.14120280742645264,0.08511753380298615,0.06552185863256454,45871_0.jpg
261,47,163,128,65,90,0.18254254758358002,0.15249007940292358,0.14120280742645264,0.08511753380298615,0.06552185863256454,45871_1.jpg
262,26,152,65,154,195,0.14828838407993317,0.13138844072818756,0.11674129962921143,0.11271218210458755,0.06672969460487366,45871_2.jpg
263,47,170,128,156,161,0.12596549093723297,0.11782471090555191,0.11242537200450897,0.09021319448947906,0.0644000917673111,45871_3.jpg
264,65,63,163,47,156,0.22623419761657715,0.16674038767814636,0.09274889528751373,0.07199425995349884,0.06235536187887192,45871_4.jpg
265,65,156,26,121,90,0.5541328191757202,0.04477205127477646,0.04151666909456253,0.034404851496219635,0.03153471276164055,45871_5.jpg
266,136,112,24,64,20,0.6351597905158997,0.2299073040485382,0.033268269151449203,0.024293767288327217,0.01127374917268753,45871_6.jpg
267,90,47,128,156,170,0.1351052075624466,0.12149067223072052,0.12018927186727524,0.11807852983474731,0.10369601100683212,4624905_0.jpg
268,129,64,136,152,112,0.21315725147724152,0.11163739114999771,0.10802563279867172,0.07276485860347748,0.06455912441015244,489171_0.jpg
269,47,128,163,161,156,0.3246959149837494,0.16427215933799744,0.13425633311271667,0.05364258214831352,0.050811588764190674,4901646_0.jpg
270,47,128,163,161,156,0.3246959149837494,0.16427215933799744,0.13425633311271667,0.05364258214831352,0.050811588764190674,4901646_1.jpg
271,97,24,66,136,112,0.5314226746559143,0.2697347104549408,0.0542977973818779,0.03057698905467987,0.02288205362856388,4901646_2.jpg
272,167,114,45,20,105,0.909255862236023,0.04514666274189949,0.014412568882107735,0.01292908750474453,0.004425091668963432,4901646_3.jpg
273,75,114,52,32,174,0.3117677569389343,0.1552913635969162,0.03625873848795891,0.029874661937355995,0.02762124501168728,4901646_4.jpg
274,24,97,66,11,112,0.5496138334274292,0.44186896085739136,0.006538573652505875,0.0014472354669123888,0.00011887562868651003,4903025_0.jpg
275,24,97,66,11,112,0.5496138334274292,0.44186896085739136,0.006538573652505875,0.0014472354669123888,0.00011887562868651003,4903025_1.jpg
276,24,97,66,112,11,0.86680668592453,0.10802198946475983,0.00810231827199459,0.0036547735799103975,0.003455153200775385,4903025_2.jpg
277,24,136,64,112,70,0.4586089551448822,0.21066591143608093,0.13325050473213196,0.07375872135162354,0.039366353303194046,4903025_3.jpg
278,109,108,167,84,20,0.3864939510822296,0.31143903732299805,0.06502211838960648,0.03632032498717308,0.030478324741125107,4903025_4.jpg
279,167,114,71,45,140,0.9982198476791382,0.0011509459000080824,0.0001595253706909716,0.0001206499437103048,7.961482333485037e-05,4903025_5.jpg
280,112,136,198,64,93,0.5409412384033203,0.4211463928222656,0.01633436232805252,0.008856989443302155,0.0037149284034967422,4903025_6.jpg
281,195,154,138,4,121,0.2948012948036194,0.1319780796766281,0.07994628697633743,0.05209261178970337,0.04260377213358879,4944221_0.jpg
282,112,136,85,64,70,0.294902503490448,0.2884625792503357,0.07007703930139542,0.05663277953863144,0.05425376817584038,497421_0.jpg
283,136,112,97,195,64,0.2315523624420166,0.16183771193027496,0.15389104187488556,0.10140706598758698,0.07522930204868317,5005862_0.jpg
284,170,156,116,47,144,0.2322090119123459,0.13038073480129242,0.09448879212141037,0.06532099843025208,0.06095688417553902,5015383_0.jpg
285,170,116,111,83,128,0.5245799422264099,0.04971393570303917,0.0453718826174736,0.028664853423833847,0.025739669799804688,5026638_0.jpg
286,138,204,91,194,195,0.5556527376174927,0.1090824156999588,0.07149443030357361,0.0536864772439003,0.029011497274041176,5107728_0.jpg
287,138,204,91,194,195,0.5556527376174927,0.1090824156999588,0.07149443030357361,0.0536864772439003,0.029011497274041176,5107728_1.jpg
288,167,24,20,97,181,0.2100752592086792,0.12169048935174942,0.08827953040599823,0.0812411829829216,0.04715133458375931,5107728_2.jpg
289,24,97,112,136,20,0.47438865900039673,0.41061562299728394,0.05625692754983902,0.01930689439177513,0.007659485097974539,5107728_3.jpg
290,24,97,66,95,112,0.8408350944519043,0.13680757582187653,0.012569785118103027,0.002344879787415266,0.0018106058705598116,5107728_4.jpg
291,24,97,11,66,95,0.5152007341384888,0.4311964511871338,0.029120659455657005,0.021040651947259903,0.0014798690099269152,5107728_5.jpg
292,181,138,81,204,98,0.7967705726623535,0.05155675858259201,0.010619593784213066,0.009869381785392761,0.008856786414980888,5107728_6.jpg
293,121,193,156,102,170,0.18204465508460999,0.10589790344238281,0.10132195800542831,0.0972776785492897,0.08750685304403305,52662_0.jpg
294,136,64,112,70,113,0.2531505823135376,0.21255946159362793,0.19653421640396118,0.08004920929670334,0.0565415620803833,5363237_0.jpg
295,136,64,112,70,113,0.2531505823135376,0.21255946159362793,0.19653421640396118,0.08004920929670334,0.0565415620803833,5363237_1.jpg
296,64,152,70,17,51,0.41538676619529724,0.2037978619337082,0.08223287761211395,0.056031592190265656,0.04918419197201729,5363237_2.jpg
297,112,136,24,97,64,0.2920220196247101,0.1949836164712906,0.09094003587961197,0.06857599318027496,0.060758817940950394,5363237_3.jpg
298,31,196,139,184,120,0.14054995775222778,0.08110516518354416,0.07795193046331406,0.050506483763456345,0.028721949085593224,5363237_4.jpg
299,43,195,138,164,71,0.30418235063552856,0.24820247292518616,0.09444387257099152,0.06463254988193512,0.05180522799491882,5363237_5.jpg
300,148,164,185,52,191,0.2742345929145813,0.13910579681396484,0.12420447915792465,0.1187315359711647,0.07398384064435959,5363237_6.jpg
301,112,136,113,198,64,0.3103142976760864,0.26756882667541504,0.17910774052143097,0.03592371195554733,0.022367890924215317,5364612_0.jpg
302,75,151,13,115,32,0.27632349729537964,0.20383957028388977,0.10039876401424408,0.0792926549911499,0.0607888400554657,5421000_0.jpg
303,75,151,13,115,32,0.27632349729537964,0.20383957028388977,0.10039876401424408,0.0792926549911499,0.0607888400554657,5421000_1.jpg
304,55,80,71,164,204,0.18568718433380127,0.14306437969207764,0.10259238630533218,0.055128686130046844,0.047444455325603485,5421000_2.jpg
305,24,97,66,112,136,0.6452800631523132,0.32058000564575195,0.010897106491029263,0.005902719683945179,0.0041852374561131,5421000_3.jpg
306,24,97,11,20,120,0.4278510510921478,0.3746087849140167,0.04151187092065811,0.03910191357135773,0.015117702074348927,5421000_4.jpg
307,24,97,11,20,45,0.5841996669769287,0.15306535363197327,0.09383948892354965,0.06351714581251144,0.020566899329423904,5421000_5.jpg
308,112,20,136,24,198,0.4668387472629547,0.1482696831226349,0.1393955647945404,0.11049394309520721,0.02268354222178459,5421000_6.jpg
309,24,97,66,11,112,0.7353578805923462,0.22720718383789062,0.029879843816161156,0.005602694116532803,0.0004011928685940802,5475911_0.jpg
310,24,97,66,11,112,0.7353578805923462,0.22720718383789062,0.029879843816161156,0.005602694116532803,0.0004011928685940802,5475911_1.jpg
311,128,90,47,116,65,0.220157653093338,0.16924533247947693,0.16641569137573242,0.07757134735584259,0.054934997111558914,5475911_2.jpg
312,112,136,113,198,64,0.3995755612850189,0.3990212678909302,0.09464311599731445,0.050079792737960815,0.008447661995887756,5475911_3.jpg
313,24,97,66,11,136,0.6890236139297485,0.2865728735923767,0.020808035507798195,0.0015105385100468993,0.000835181213915348,5475911_4.jpg
314,49,36,99,39,18,0.25679343938827515,0.1657482236623764,0.10962966829538345,0.07878942042589188,0.04516371339559555,5475911_5.jpg
315,136,112,113,150,198,0.39016228914260864,0.36001452803611755,0.13514500856399536,0.02579931542277336,0.01587146706879139,5475911_6.jpg
316,137,83,82,204,116,0.7805168628692627,0.10371166467666626,0.030452534556388855,0.017723802477121353,0.0145437465980649,5499325_0.jpg
317,137,83,82,204,116,0.7805168628692627,0.10371166467666626,0.030452534556388855,0.017723802477121353,0.0145437465980649,5499325_1.jpg
318,187,204,137,142,42,0.13453206419944763,0.12424740940332413,0.11437944322824478,0.09820792078971863,0.06923693418502808,5499325_2.jpg
319,164,71,138,195,2,0.28007596731185913,0.09634314477443695,0.055578071624040604,0.05249490216374397,0.03328002989292145,5499325_3.jpg
320,194,131,91,80,55,0.2301032990217209,0.09870550781488419,0.08363966643810272,0.07767151296138763,0.06442774832248688,5499325_4.jpg
321,97,24,66,95,11,0.6374208331108093,0.2648773491382599,0.041264865547418594,0.026264643296599388,0.004561784211546183,5499325_5.jpg
322,93,64,108,129,136,0.20485825836658478,0.13159650564193726,0.0904509574174881,0.0730048418045044,0.06814930588006973,5499325_6.jpg
323,195,138,154,55,43,0.39805692434310913,0.13525272905826569,0.10960450023412704,0.05872587114572525,0.0315609872341156,567239_0.jpg
324,195,138,154,55,43,0.39805692434310913,0.13525272905826569,0.10960450023412704,0.05872587114572525,0.0315609872341156,567239_1.jpg
325,90,170,171,156,31,0.37699374556541443,0.14690718054771423,0.10813915729522705,0.08743902295827866,0.03657808154821396,567239_2.jpg
326,64,113,136,70,112,0.3323276937007904,0.14459910988807678,0.1433160901069641,0.10860233008861542,0.05325017124414444,567239_3.jpg
327,97,24,66,11,112,0.7431114912033081,0.2442735880613327,0.009793316014111042,0.0017033707117661834,0.0003026823978871107,567239_4.jpg
328,18,172,95,23,94,0.25859397649765015,0.18321022391319275,0.08030618727207184,0.07962854951620102,0.03730211406946182,567239_5.jpg
329,131,25,55,195,31,0.12660890817642212,0.09502215683460236,0.07328100502490997,0.06830289959907532,0.06274394690990448,567239_6.jpg
330,181,104,43,138,115,0.280657559633255,0.08747263997793198,0.08242157101631165,0.07659649848937988,0.06714832037687302,576135_0.jpg
331,181,104,43,138,115,0.280657559633255,0.08747263997793198,0.08242157101631165,0.07659649848937988,0.06714832037687302,576135_1.jpg
332,64,97,24,70,109,0.2289089858531952,0.2052811086177826,0.1964421570301056,0.10362758487462997,0.07449501752853394,576135_2.jpg
333,109,108,84,134,153,0.528598964214325,0.40395045280456543,0.04561825841665268,0.012619374319911003,0.0015697833150625229,576135_3.jpg
334,64,109,70,108,136,0.32612916827201843,0.2188231647014618,0.19565466046333313,0.15196307003498077,0.03895808011293411,576135_4.jpg
335,97,24,109,108,136,0.3142176866531372,0.2924741208553314,0.1362278163433075,0.07269533723592758,0.022886399179697037,576135_5.jpg
336,24,97,66,11,95,0.5735706686973572,0.33335667848587036,0.06840403378009796,0.00337036931887269,0.002621106570586562,576135_6.jpg
337,108,109,84,64,70,0.50882488489151,0.38532117009162903,0.057789843529462814,0.016947967931628227,0.013219064101576805,5813498_0.jpg
338,108,109,84,64,70,0.50882488489151,0.38532117009162903,0.057789843529462814,0.016947967931628227,0.013219064101576805,5813498_1.jpg
339,194,91,138,57,204,0.25582823157310486,0.2455773651599884,0.12839046120643616,0.07197455316781998,0.06059453636407852,5813498_2.jpg
340,194,91,138,204,57,0.23507830500602722,0.14327174425125122,0.08259370923042297,0.06213114783167839,0.05466437339782715,5813498_3.jpg
341,64,136,108,109,112,0.19390639662742615,0.12940914928913116,0.09598003327846527,0.09547682106494904,0.08781246095895767,5813498_4.jpg
342,136,112,198,24,113,0.5159702301025391,0.40218061208724976,0.024043168872594833,0.019915524870157242,0.013052019290626049,5813498_5.jpg
343,71,138,57,204,67,0.3915981650352478,0.1203453540802002,0.09058161824941635,0.05993664264678955,0.056646041572093964,5813498_6.jpg
344,151,115,130,56,13,0.19959573447704315,0.11373629420995712,0.10434571653604507,0.09923379123210907,0.08144344389438629,594613_0.jpg
345,138,55,194,91,204,0.32810741662979126,0.17638856172561646,0.10443560779094696,0.08095435798168182,0.07924990355968475,5970824_0.jpg
346,138,55,194,91,204,0.32810741662979126,0.17638856172561646,0.10443560779094696,0.08095435798168182,0.07924990355968475,5970824_1.jpg
347,138,55,164,204,195,0.3404361307621002,0.15099728107452393,0.12536823749542236,0.07312905788421631,0.07108312100172043,5970824_2.jpg
348,97,23,95,24,167,0.1653594970703125,0.15249112248420715,0.11263570934534073,0.08933913707733154,0.0655047819018364,5970824_3.jpg
349,97,24,64,112,136,0.42215031385421753,0.37521976232528687,0.0652594268321991,0.03859955444931984,0.021512800827622414,5970824_4.jpg
350,64,70,136,112,195,0.5911919474601746,0.23917341232299805,0.03556147962808609,0.018661214038729668,0.017728222534060478,5970824_5.jpg
351,8,136,112,11,9,0.17796999216079712,0.1513160914182663,0.06653229147195816,0.06435230374336243,0.05988936871290207,5970824_6.jpg
352,115,80,81,104,133,0.22351805865764618,0.12831717729568481,0.06511642038822174,0.05647053197026253,0.044009096920490265,6056542_0.jpg
353,115,80,81,104,133,0.22351805865764618,0.12831717729568481,0.06511642038822174,0.05647053197026253,0.044009096920490265,6056542_1.jpg
354,138,57,154,104,195,0.23491951823234558,0.12939712405204773,0.08006823807954788,0.07495535910129547,0.05734642595052719,6056542_2.jpg
355,7,139,118,145,113,0.15890932083129883,0.1303211748600006,0.06154220178723335,0.055113375186920166,0.05017159506678581,6056542_3.jpg
356,60,4,178,53,143,0.10143765062093735,0.07201479375362396,0.054321639239788055,0.042052023112773895,0.04194049537181854,6056542_4.jpg
357,138,154,104,181,98,0.32818928360939026,0.29313725233078003,0.07967451959848404,0.06796202808618546,0.05346915125846863,6056542_5.jpg
358,113,174,7,145,15,0.2318873107433319,0.21132072806358337,0.12231174856424332,0.10002358257770538,0.0929664596915245,6056542_6.jpg
359,138,55,204,154,195,0.6354683637619019,0.10401330143213272,0.04876663535833359,0.045098014175891876,0.030791815370321274,6087875_0.jpg
360,138,55,204,154,195,0.6354683637619019,0.10401330143213272,0.04876663535833359,0.045098014175891876,0.030791815370321274,6087875_1.jpg
361,195,174,75,138,158,0.29069799184799194,0.2554752826690674,0.08137349039316177,0.06356212496757507,0.039926234632730484,6087875_2.jpg
362,91,167,138,194,150,0.23748910427093506,0.10110175609588623,0.09004666656255722,0.07298631221055984,0.0499802902340889,6087875_3.jpg
363,174,75,119,11,20,0.8239684104919434,0.03159858286380768,0.020034484565258026,0.012823948636651039,0.01151772029697895,6087875_4.jpg
364,24,97,66,127,112,0.4013864994049072,0.16252091526985168,0.10184536129236221,0.1001514345407486,0.0829472690820694,6087875_5.jpg
365,140,75,185,148,2,0.22479112446308136,0.10629727691411972,0.09388020634651184,0.08252907544374466,0.07745428383350372,6087875_6.jpg
366,115,80,81,104,133,0.22351805865764618,0.12831717729568481,0.06511642038822174,0.05647053197026253,0.044009096920490265,6094566_0.jpg
367,115,80,81,104,133,0.22351805865764618,0.12831717729568481,0.06511642038822174,0.05647053197026253,0.044009096920490265,6094566_1.jpg
368,138,57,154,104,195,0.23491951823234558,0.12939712405204773,0.08006823807954788,0.07495535910129547,0.05734642595052719,6094566_2.jpg
369,7,139,118,145,113,0.15890932083129883,0.1303211748600006,0.06154220178723335,0.055113375186920166,0.05017159506678581,6094566_3.jpg
370,60,4,178,53,143,0.10143765062093735,0.07201479375362396,0.054321639239788055,0.042052023112773895,0.04194049537181854,6094566_4.jpg
371,138,154,195,181,104,0.4085870683193207,0.2634403109550476,0.10093212127685547,0.05370340496301651,0.03962703421711922,6094566_5.jpg
372,113,174,7,145,15,0.2318873107433319,0.21132072806358337,0.12231174856424332,0.10002358257770538,0.0929664596915245,6094566_6.jpg
373,138,43,104,57,67,0.1813097894191742,0.17691493034362793,0.08670882880687714,0.07329200208187103,0.059021372348070145,613363_0.jpg
374,138,43,104,57,67,0.1813097894191742,0.17691493034362793,0.08670882880687714,0.07329200208187103,0.059021372348070145,613363_1.jpg
375,174,75,43,115,57,0.18951822817325592,0.13212886452674866,0.11832459270954132,0.08461969345808029,0.04044102877378464,613363_2.jpg
376,195,138,140,164,71,0.3283225893974304,0.17024864256381989,0.09588871896266937,0.07639305293560028,0.041087981313467026,613363_3.jpg
377,43,164,104,195,204,0.6268160939216614,0.05095873028039932,0.04336399585008621,0.04037155956029892,0.026189779862761497,613363_4.jpg
378,97,24,11,66,127,0.4144909977912903,0.3484068810939789,0.09205342829227448,0.03542414307594299,0.01960945501923561,613363_5.jpg
379,24,97,136,112,66,0.4342988133430481,0.29788655042648315,0.04497651010751724,0.038270868360996246,0.021449074149131775,613363_6.jpg
380,57,138,195,113,115,0.6292916536331177,0.088521808385849,0.03831552714109421,0.03561783581972122,0.022711846977472305,6199764_0.jpg
381,24,97,112,136,66,0.7560129761695862,0.20660455524921417,0.009655442088842392,0.009287026710808277,0.0069696931168437,6377373_0.jpg
382,136,24,112,97,195,0.20685791969299316,0.19734182953834534,0.17611457407474518,0.17276011407375336,0.0269472636282444,6401154_0.jpg
383,55,80,115,151,104,0.1644405573606491,0.16168823838233948,0.13846418261528015,0.07776907831430435,0.06981470435857773,6402502_0.jpg
384,55,80,115,151,104,0.1644405573606491,0.16168823838233948,0.13846418261528015,0.07776907831430435,0.06981470435857773,6402502_1.jpg
385,97,24,66,11,112,0.5618246793746948,0.39829355478286743,0.010873638093471527,0.00904286839067936,0.003795202123001218,6402502_2.jpg
386,24,97,11,64,136,0.4961729049682617,0.4295676648616791,0.018646445125341415,0.010246426798403263,0.008142625913023949,6402502_3.jpg
387,24,97,11,66,95,0.6909367442131042,0.26890212297439575,0.02600235678255558,0.0060621583834290504,0.0040242960676550865,6402502_4.jpg
388,24,97,11,112,136,0.6752722263336182,0.2761698067188263,0.013268043287098408,0.0096714673563838,0.007234145887196064,6402502_5.jpg
389,27,99,94,175,39,0.20643654465675354,0.13130617141723633,0.10800238698720932,0.07003076374530792,0.05120260640978813,6402502_6.jpg
390,24,97,95,66,11,0.6501061916351318,0.26872748136520386,0.033361390233039856,0.028312619775533676,0.012553170323371887,6437649_0.jpg
391,24,97,95,66,11,0.6501061916351318,0.26872748136520386,0.033361390233039856,0.028312619775533676,0.012553170323371887,6437649_1.jpg
392,97,24,112,66,93,0.6167241930961609,0.3426792025566101,0.009288742206990719,0.007833396084606647,0.004840909503400326,6437649_2.jpg
393,112,136,24,93,150,0.46910232305526733,0.1762264370918274,0.068250373005867,0.057181358337402344,0.03839675337076187,6437649_3.jpg
394,64,70,136,112,113,0.2617993950843811,0.17985272407531738,0.14917069673538208,0.07962651550769806,0.057417672127485275,6437649_4.jpg
395,24,97,112,136,45,0.3212999403476715,0.23011605441570282,0.09194745123386383,0.06154187396168709,0.056410808116197586,6437649_5.jpg
396,108,109,84,64,70,0.432415634393692,0.3777669668197632,0.10609558969736099,0.021588459610939026,0.014237528666853905,6437649_6.jpg
397,65,163,47,128,90,0.29830217361450195,0.20031046867370605,0.11093632131814957,0.09731604158878326,0.04703931510448456,6467356_0.jpg
398,65,163,47,128,90,0.29830217361450195,0.20031046867370605,0.11093632131814957,0.09731604158878326,0.04703931510448456,6467356_1.jpg
399,163,47,90,128,102,0.5577713847160339,0.1364229917526245,0.06685270369052887,0.045969415456056595,0.026854459196329117,6467356_2.jpg
400,112,136,64,70,108,0.37710264325141907,0.23224636912345886,0.10773147642612457,0.0706721618771553,0.021512111648917198,6467356_3.jpg
401,112,136,64,70,198,0.23490162193775177,0.18362018465995789,0.15408651530742645,0.09104664623737335,0.046336300671100616,6467356_4.jpg
402,24,112,136,97,109,0.24799427390098572,0.20040030777454376,0.12380144745111465,0.10311539471149445,0.045727141201496124,6467356_5.jpg
403,102,163,47,128,170,0.4159860610961914,0.19330796599388123,0.10064208507537842,0.09585650265216827,0.03553031012415886,6467356_6.jpg
404,167,45,46,24,97,0.1597783863544464,0.14304450154304504,0.07767782360315323,0.07726772129535675,0.05780867487192154,6474321_0.jpg
405,97,24,93,160,95,0.18983781337738037,0.18348729610443115,0.07455708831548691,0.0660339891910553,0.05759410932660103,6506207_0.jpg
406,97,24,93,160,95,0.18983781337738037,0.18348729610443115,0.07455708831548691,0.0660339891910553,0.05759410932660103,6506207_1.jpg
407,24,97,66,105,95,0.5511214733123779,0.12317591905593872,0.11564578115940094,0.04671498388051987,0.04284021258354187,6506207_2.jpg
408,97,24,95,66,64,0.5369061231613159,0.3815781772136688,0.034361593425273895,0.024299371987581253,0.0028620981611311436,6506207_3.jpg
409,112,136,24,198,11,0.49969053268432617,0.32846999168395996,0.04829271882772446,0.03163345903158188,0.026023680344223976,6506207_4.jpg
410,112,136,198,127,195,0.47678303718566895,0.3886550962924957,0.05538175627589226,0.014230765402317047,0.0129868658259511,6506207_5.jpg
411,195,136,112,138,70,0.6486836075782776,0.1304895132780075,0.05981303006410599,0.04635532200336456,0.01833614520728588,6506207_6.jpg
412,170,4,169,168,131,0.9011245965957642,0.04107072576880455,0.015888003632426262,0.007104917429387569,0.005036358721554279,6514091_0.jpg
413,170,4,169,168,131,0.9011245965957642,0.04107072576880455,0.015888003632426262,0.007104917429387569,0.005036358721554279,6514091_1.jpg
414,97,24,112,136,109,0.3466283977031708,0.27246272563934326,0.12596027553081512,0.06801866739988327,0.03436123579740524,6514091_2.jpg
